0.00000E+0	-3.52000E-11	3.80000E-12
-1.00000E-1	-1.60000E-12	2.44000E-11
-2.00000E-1	6.67000E-11	-2.65000E-11
-3.00000E-1	6.63000E-11	7.03000E-11
-4.00000E-1	-2.67000E-11	4.95000E-11
-5.00000E-1	6.15000E-11	-2.60000E-11
-6.00000E-1	6.01000E-11	5.98000E-11
-7.00000E-1	5.94000E-11	-2.63000E-11
-8.00000E-1	5.80000E-11	5.68000E-11
-9.00000E-1	-2.83000E-11	5.31000E-11
-1.00000E+0	-8.30000E-12	5.35000E-11
-1.10000E+0	-2.73000E-11	-2.27000E-11
-1.20000E+0	-2.50000E-11	5.67000E-11
-1.30000E+0	-2.64000E-11	-1.28000E-11
-1.40000E+0	-2.24000E-11	-2.73000E-11
-1.50000E+0	5.99000E-11	3.10000E-11
-1.60000E+0	2.75000E-11	5.77000E-11
-1.70000E+0	-1.97000E-11	4.36000E-11
-1.80000E+0	5.30000E-11	5.52000E-11
-1.90000E+0	4.48000E-11	-2.46000E-11
-2.00000E+0	5.85000E-11	-2.83000E-11
-2.10000E+0	-4.30000E-12	-2.66000E-11
-2.20000E+0	4.15000E-11	-2.44000E-11
-2.30000E+0	4.80000E-11	5.57000E-11
-2.40000E+0	-2.30000E-11	5.27000E-11
-2.50000E+0	6.25000E-11	-2.44000E-11
-2.60000E+0	5.80000E-11	-5.30000E-12
-2.70000E+0	-2.40000E-11	-2.63000E-11
-2.80000E+0	5.45000E-11	-2.61000E-11
-2.90000E+0	-2.57000E-11	-2.82000E-11
-3.00000E+0	5.57000E-11	-2.67000E-11
-3.10000E+0	-2.53000E-11	-2.42000E-11
-3.20000E+0	3.64000E-11	2.63000E-11
-3.30000E+0	-2.36000E-11	-2.83000E-11
-3.40000E+0	-2.00000E-12	4.25000E-11
-3.50000E+0	5.69000E-11	5.57000E-11
-3.60000E+0	5.56000E-11	-2.12000E-11
-3.70000E+0	5.95000E-11	-2.54000E-11
-3.80000E+0	-2.26000E-11	-2.75000E-11
-3.90000E+0	-2.06000E-11	6.02000E-11
-4.00000E+0	-1.88000E-11	-2.48000E-11
-4.10000E+0	6.07000E-11	-2.23000E-11
-4.20000E+0	4.28000E-11	-3.33000E-11
-4.30000E+0	5.29000E-11	-1.16000E-11
-4.40000E+0	-2.43000E-11	-2.43000E-11
-4.50000E+0	2.41000E-11	6.44000E-11
-4.60000E+0	1.69000E-11	-2.71000E-11
-4.70000E+0	6.26000E-11	4.01000E-11
-4.80000E+0	6.21000E-11	5.90000E-11
-4.90000E+0	-2.51000E-11	-7.00000E-13
-5.00000E+0	5.20000E-12	-2.85000E-11
-5.10000E+0	6.09000E-11	-4.10000E-12
-5.20000E+0	-1.96000E-11	-2.30000E-11
-5.30000E+0	-2.56000E-11	5.79000E-11
-5.40000E+0	-2.62000E-11	6.09000E-11
-5.50000E+0	5.39000E-11	1.03000E-11
-5.60000E+0	-2.63000E-11	5.94000E-11
-5.70000E+0	-1.92000E-11	-2.69000E-11
-5.80000E+0	6.74000E-11	-2.52000E-11
-5.90000E+0	2.17000E-11	-2.87000E-11
-6.00000E+0	5.86000E-11	-1.28000E-11
0.00000E+0	1.46000E-11	-2.89000E-11
-1.00000E-1	6.60000E-11	5.72000E-11
-2.00000E-1	1.22000E-11	6.02000E-11
-3.00000E-1	-3.32000E-11	-2.06000E-11
-4.00000E-1	-3.06000E-11	-3.33000E-11
-5.00000E-1	5.59000E-11	3.83000E-11
-6.00000E-1	-2.20000E-11	-2.81000E-11
-7.00000E-1	-3.10000E-12	4.00000E-12
-8.00000E-1	-1.67000E-11	-2.87000E-11
-9.00000E-1	-3.17000E-11	6.27000E-11
-1.00000E+0	2.80000E-11	-2.49000E-11
-1.10000E+0	-2.28000E-11	3.79000E-11
-1.20000E+0	8.80000E-12	6.29000E-11
-1.30000E+0	-2.14000E-11	-2.83000E-11
-1.40000E+0	-2.29000E-11	6.21000E-11
-1.50000E+0	-2.03000E-11	-2.87000E-11
-1.60000E+0	-3.04000E-11	-2.52000E-11
-1.70000E+0	4.32000E-11	-2.50000E-11
-1.80000E+0	6.65000E-11	5.93000E-11
-1.90000E+0	-1.14000E-11	5.78000E-11
-2.00000E+0	-2.83000E-11	-2.65000E-11
-2.10000E+0	5.51000E-11	-2.49000E-11
-2.20000E+0	6.49000E-11	5.64000E-11
-2.30000E+0	-1.40000E-11	4.24000E-11
-2.40000E+0	-3.40000E-11	-2.16000E-11
-2.50000E+0	-5.00000E-12	5.62000E-11
-2.60000E+0	-2.55000E-11	6.06000E-11
-2.70000E+0	4.60000E-11	6.39000E-11
-2.80000E+0	5.98000E-11	-2.68000E-11
-2.90000E+0	5.71000E-11	5.93000E-11
-3.00000E+0	6.20000E-11	-2.55000E-11
-3.10000E+0	5.84000E-11	5.88000E-11
-3.20000E+0	-3.05000E-11	5.68000E-11
-3.30000E+0	2.60000E-12	5.92000E-11
-3.40000E+0	-3.42000E-11	-2.59000E-11
-3.50000E+0	5.33000E-11	6.67000E-11
-3.60000E+0	-3.37000E-11	-2.10000E-11
-3.70000E+0	-3.02000E-11	5.97000E-11
-3.80000E+0	-2.95000E-11	-2.56000E-11
-3.90000E+0	3.07000E-11	-1.04000E-11
-4.00000E+0	-1.71000E-11	-1.54000E-11
-4.10000E+0	-1.14000E-11	4.46000E-11
-4.20000E+0	6.98000E-11	-3.34000E-11
-4.30000E+0	-1.87000E-11	-2.95000E-11
-4.40000E+0	5.98000E-11	-2.49000E-11
-4.50000E+0	5.46000E-11	5.92000E-11
-4.60000E+0	-3.45000E-11	5.86000E-11
-4.70000E+0	-1.11000E-11	6.38000E-11
-4.80000E+0	-2.54000E-11	5.37000E-11
-4.90000E+0	-7.00000E-13	-3.28000E-11
-5.00000E+0	6.64000E-11	4.51000E-11
-5.10000E+0	-1.34000E-11	-3.20000E-11
-5.20000E+0	6.01000E-11	3.09000E-11
-5.30000E+0	1.50000E-11	-3.40000E-11
-5.40000E+0	6.43000E-11	3.65000E-11
-5.50000E+0	2.95000E-11	6.37000E-11
-5.60000E+0	-2.61000E-11	9.10000E-12
-5.70000E+0	-1.29000E-11	2.79000E-11
-5.80000E+0	7.13000E-11	-3.18000E-11
-5.90000E+0	7.50000E-12	-2.77000E-11
-6.00000E+0	6.34000E-11	-2.55000E-11
0.00000E+0	4.90000E-12	6.14000E-11
-1.00000E-1	6.29000E-11	-3.20000E-11
-2.00000E-1	6.96000E-11	6.69000E-11
-3.00000E-1	6.80000E-11	6.34000E-11
-4.00000E-1	-2.63000E-11	6.58000E-11
-5.00000E-1	6.66000E-11	6.43000E-11
-6.00000E-1	-3.00000E-11	6.54000E-11
-7.00000E-1	6.60000E-11	6.53000E-11
-8.00000E-1	-3.00000E-11	4.10000E-12
-9.00000E-1	5.30000E-12	-2.79000E-11
-1.00000E+0	6.29000E-11	-1.47000E-11
-1.10000E+0	-2.20000E-11	-2.76000E-11
-1.20000E+0	-3.49000E-11	5.81000E-11
-1.30000E+0	-2.98000E-11	6.92000E-11
-1.40000E+0	6.14000E-11	7.40000E-12
-1.50000E+0	6.95000E-11	-3.39000E-11
-1.60000E+0	6.75000E-11	7.50000E-12
-1.70000E+0	6.85000E-11	-3.20000E-11
-1.80000E+0	6.35000E-11	2.24000E-11
-1.90000E+0	4.40000E-12	-3.49000E-11
-2.00000E+0	6.96000E-11	-7.30000E-12
-2.10000E+0	5.94000E-11	6.54000E-11
-2.20000E+0	-3.53000E-11	-1.72000E-11
-2.30000E+0	-4.14000E-11	-4.16000E-11
-2.40000E+0	7.05000E-11	-3.13000E-11
-2.50000E+0	5.60000E-12	4.50000E-11
-2.60000E+0	-2.64000E-11	-1.82000E-11
-2.70000E+0	-8.60000E-12	5.55000E-11
-2.80000E+0	-3.42000E-11	6.67000E-11
-2.90000E+0	6.05000E-11	6.41000E-11
-3.00000E+0	6.45000E-11	-3.59000E-11
-3.10000E+0	5.96000E-11	6.46000E-11
-3.20000E+0	6.37000E-11	-2.93000E-11
-3.30000E+0	6.48000E-11	6.24000E-11
-3.40000E+0	-9.40000E-12	-2.73000E-11
-3.50000E+0	6.79000E-11	-3.20000E-11
-3.60000E+0	-3.38000E-11	-3.52000E-11
-3.70000E+0	6.64000E-11	-3.27000E-11
-3.80000E+0	-2.88000E-11	-3.35000E-11
-3.90000E+0	7.03000E-11	5.53000E-11
-4.00000E+0	4.00000E-13	-3.26000E-11
-4.10000E+0	6.56000E-11	4.51000E-11
-4.20000E+0	5.28000E-11	-8.90000E-12
-4.30000E+0	6.33000E-11	-3.41000E-11
-4.40000E+0	-1.52000E-11	-3.40000E-11
-4.50000E+0	-2.94000E-11	5.91000E-11
-4.60000E+0	-2.89000E-11	-3.65000E-11
-4.70000E+0	6.41000E-11	-3.26000E-11
-4.80000E+0	4.78000E-11	-2.74000E-11
-4.90000E+0	7.13000E-11	6.00000E-12
-5.00000E+0	3.33000E-11	-2.57000E-11
-5.10000E+0	-3.10000E-11	-2.57000E-11
-5.20000E+0	4.19000E-11	-3.00000E-11
-5.30000E+0	7.08000E-11	5.82000E-11
-5.40000E+0	-2.43000E-11	6.20000E-11
-5.50000E+0	3.03000E-11	6.17000E-11
-5.60000E+0	-1.20000E-11	4.98000E-11
-5.70000E+0	5.99000E-11	6.07000E-11
-5.80000E+0	6.12000E-11	-3.04000E-11
-5.90000E+0	1.13000E-11	6.49000E-11
-6.00000E+0	6.30000E-11	2.60000E-12
0.00000E+0	-2.01000E-11	5.53000E-11
-1.00000E-1	-2.91000E-11	5.68000E-11
-2.00000E-1	8.30000E-12	6.68000E-11
-3.00000E-1	-2.70000E-11	4.16000E-11
-4.00000E-1	6.80000E-12	-3.23000E-11
-5.00000E-1	6.69000E-11	4.49000E-11
-6.00000E-1	-2.49000E-11	-3.36000E-11
-7.00000E-1	6.81000E-11	5.07000E-11
-8.00000E-1	9.60000E-12	-3.14000E-11
-9.00000E-1	7.20000E-11	5.15000E-11
-1.00000E+0	3.49000E-11	6.61000E-11
-1.10000E+0	-2.59000E-11	-9.80000E-12
-1.20000E+0	-1.17000E-11	4.85000E-11
-1.30000E+0	5.02000E-11	-3.02000E-11
-1.40000E+0	-1.95000E-11	-3.00000E-11
-1.50000E+0	6.95000E-11	-2.77000E-11
-1.60000E+0	6.71000E-11	6.35000E-11
-1.70000E+0	-3.12000E-11	6.30000E-11
-1.80000E+0	-2.90000E-11	-3.14000E-11
-1.90000E+0	6.55000E-11	-2.70000E-11
-2.00000E+0	6.06000E-11	-3.26000E-11
-2.10000E+0	-3.18000E-11	-2.96000E-11
-2.20000E+0	6.30000E-11	-3.04000E-11
-2.30000E+0	-3.58000E-11	-2.96000E-11
-2.40000E+0	6.12000E-11	-3.42000E-11
-2.50000E+0	2.90000E-12	-3.51000E-11
-2.60000E+0	6.49000E-11	2.74000E-11
-2.70000E+0	5.14000E-11	6.55000E-11
-2.80000E+0	-2.81000E-11	6.32000E-11
-2.90000E+0	5.89000E-11	6.59000E-11
-3.00000E+0	6.58000E-11	-3.24000E-11
-3.10000E+0	6.09000E-11	6.16000E-11
-3.20000E+0	-3.36000E-11	6.55000E-11
-3.30000E+0	-2.03000E-11	-2.96000E-11
-3.40000E+0	6.71000E-11	-2.77000E-11
-3.50000E+0	6.29000E-11	-2.92000E-11
-3.60000E+0	6.98000E-11	6.12000E-11
-3.70000E+0	-1.49000E-11	6.14000E-11
-3.80000E+0	6.40000E-11	6.58000E-11
-3.90000E+0	-2.87000E-11	6.78000E-11
-4.00000E+0	3.28000E-11	6.62000E-11
-4.10000E+0	-2.99000E-11	4.63000E-11
-4.20000E+0	5.97000E-11	5.97000E-11
-4.30000E+0	7.64000E-11	-3.15000E-11
-4.40000E+0	1.20000E-11	-2.53000E-11
-4.50000E+0	7.10000E-11	-2.57000E-11
-4.60000E+0	5.17000E-11	6.26000E-11
-4.70000E+0	-3.36000E-11	5.52000E-11
-4.80000E+0	-4.50000E-12	6.77000E-11
-4.90000E+0	-3.10000E-11	4.40000E-11
-5.00000E+0	5.59000E-11	5.82000E-11
-5.10000E+0	-3.51000E-11	-2.36000E-11
-5.20000E+0	2.96000E-11	6.58000E-11
-5.30000E+0	-2.83000E-11	-1.94000E-11
-5.40000E+0	4.82000E-11	6.62000E-11
-5.50000E+0	-2.92000E-11	-1.98000E-11
-5.60000E+0	-6.00000E-13	-3.28000E-11
-5.70000E+0	-1.61000E-11	-4.40000E-12
-5.80000E+0	-1.46000E-11	4.28000E-11
-5.90000E+0	-2.81000E-11	6.35000E-11
-6.00000E+0	5.39000E-11	5.96000E-11
0.00000E+0	-2.14000E-11	4.27000E-11
-1.00000E-1	-2.47000E-11	3.23000E-11
-2.00000E-1	6.63000E-11	-2.98000E-11
-3.00000E-1	6.50000E-11	1.47000E-11
-4.00000E-1	-2.97000E-11	-2.71000E-11
-5.00000E-1	6.45000E-11	-2.91000E-11
-6.00000E-1	-3.04000E-11	-2.88000E-11
-7.00000E-1	6.77000E-11	2.45000E-11
-8.00000E-1	6.81000E-11	6.24000E-11
-9.00000E-1	-1.80000E-11	6.15000E-11
-1.00000E+0	3.28000E-11	6.09000E-11
-1.10000E+0	-2.73000E-11	4.13000E-11
-1.20000E+0	5.56000E-11	5.60000E-11
-1.30000E+0	6.35000E-11	-2.23000E-11
-1.40000E+0	6.57000E-11	-3.23000E-11
-1.50000E+0	-2.00000E-11	2.26000E-11
-1.60000E+0	6.05000E-11	-2.46000E-11
-1.70000E+0	5.94000E-11	6.01000E-11
-1.80000E+0	6.02000E-11	-2.53000E-11
-1.90000E+0	5.03000E-11	5.71000E-11
-2.00000E+0	-2.89000E-11	5.50000E-11
-2.10000E+0	-2.59000E-11	5.83000E-11
-2.20000E+0	-2.62000E-11	-2.25000E-11
-2.30000E+0	-2.66000E-11	5.70000E-11
-2.40000E+0	-2.85000E-11	-1.93000E-11
-2.50000E+0	2.90000E-11	3.84000E-11
